,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
239,Gent en omstreken,House,Huize,From 447500 To 1225868,No,,None,0,,None,,None,None,None,,None,
240,,House,Residentie,From 448000 To 449000,No,,None,0,,None,,None,None,None,,None,
241,Centre ville,House,MERCATOR,From 470000 To 575000,No,,None,0,,None,,None,None,None,,None,
242,Bruxelles,House,Les,499000,No,,None,0,,None,,None,None,None,,None,
243,1 - Bruxelles Sud,House,"""Statuaires",1450000,No,,None,0,,None,,None,None,None,,None,
244,,House,Penthouse,1249000,No,4,None,0,0,None,,None,None,None,3,None,As new
245,,House,Penthouse,230000,No,2,None,0,,None,,None,None,None,,None,To be done up
246,BRUXELLES,House,Penthouse,225000,No,1,None,1,0,None,,None,None,None,3,None,Good
247,,House,Penthouse,295000,No,2,None,0,0,None,,None,None,None,,None,Good
248,,House,Penthouse,1141300,No,2,None,0,0,None,,None,None,None,,None,As new
249,,House,Penthouse,299000,No,2,None,1,0,None,,None,None,None,2,None,As new
250,,House,Penthouse,345000,No,1,None,0,0,None,1,None,None,None,3,None,As new
251,,House,Penthouse,350000,No,2,None,0,0,None,1,None,None,None,,None,As new
252,,House,Penthouse,365000,No,3,None,0,0,None,,None,None,None,,None,As new
253,,House,Penthouse,425000,No,2,None,0,0,None,,None,None,None,2,None,As new
254,,House,Penthouse,450000,No,2,None,0,0,None,,None,None,None,,None,Good
255,,House,Penthouse,465000,No,3,None,0,0,None,,None,None,None,2,None,As new
256,,House,Penthouse,480000,No,2,None,1,0,None,,None,None,None,2,None,To renovate
257,,House,Penthouse,490000,No,2,None,0,0,None,,None,None,None,,None,As new
258,,House,Penthouse,495000,No,2,None,0,0,None,,None,None,None,2,None,As new
259,,House,Penthouse,495000,No,3,None,0,0,None,1,None,None,None,4,None,As new
260,,House,Penthouse,510000,No,3,None,0,0,None,,None,None,None,,None,As new
261,,House,Penthouse,599000,No,1,None,0,1,None,1,None,None,None,,None,As new
262,,House,Penthouse,750000,No,2,None,0,0,None,,None,None,None,3,None,As new
263,,House,Penthouse,795000,No,4,None,1,0,None,,None,None,None,3,None,As new
264,1 - Bruxelles Est,House,Penthouse,850000,No,3,None,0,0,None,,None,None,None,2,None,Just renovated
265,Liège,House,Penthouse,850000,No,3,None,1,0,None,,None,None,None,2,None,As new
266,,House,Penthouse,1390000,No,3,None,0,0,None,,None,None,None,,None,Just renovated
267,Petit Baulers,House,Penthouse,344000,No,3,None,1,0,None,,None,None,None,4,None,
268,,House,Penthouse,699000,No,2,None,1,,None,,None,None,None,,None,As new
269,,House,Penthouse,799000,No,3,None,1,,None,,None,None,None,,None,As new
270,Bruxelles (19 communes),House,Penthouse,245000,No,1,None,0,0,None,,None,None,None,2,None,To renovate
271,,,,None,,,None,0,,None,,None,None,None,,None,
272,,House,Penthouse,444900,No,2,None,0,0,None,,None,None,None,2,None,As new
273,,House,Penthouse,445000,No,4,None,1,0,None,,None,None,None,2,None,As new
274,,House,Penthouse,322000,No,3,None,0,0,None,1,None,None,None,2,None,
275,Gent en omstreken,House,Penthouse,495000,No,3,None,0,0,None,,None,None,None,4,None,As new
276,Gent en omstreken,House,Penthouse,549000,No,2,None,0,0,None,,None,None,None,4,None,As new
277,,House,Penthouse,649000,No,4,None,0,0,None,,None,None,None,,None,
278,,House,Penthouse,850000,No,2,None,0,0,None,,None,None,None,,None,As new
279,Gent en omstreken,House,Penthouse,1225868,No,3,None,0,0,None,,None,None,None,4,None,As new
280,,House,Penthouse,555000,No,2,None,0,0,None,,None,None,None,4,None,As new
281,,House,Penthouse,100000 + 1800 per month,No,3,None,0,0,None,1,None,None,None,4,None,Good
282,urbain,House,Penthouse,245000,No,3,None,0,0,None,1,None,None,None,2,None,Good
283,,House,Penthouse,299000,No,2,None,0,0,None,,None,None,None,4,None,As new
284,,House,Penthouse,310000,No,2,None,0,0,None,,None,None,None,2,None,As new
285,,House,Penthouse,349000,No,3,None,0,0,None,,None,None,None,,None,Just renovated
286,,House,Penthouse,425000,No,2,None,0,0,None,,None,None,None,4,None,As new
287,,House,Penthouse,475000,No,2,None,0,0,None,,None,None,None,2,None,Good
288,,House,Penthouse,495000,No,2,None,0,0,None,,None,None,None,,None,As new
289,,House,Penthouse,650000,No,2,None,0,0,None,,None,None,None,4,None,As new
290,,House,Penthouse,750000,No,3,None,0,0,None,,None,None,None,,None,As new
291,,House,Penthouse,800000,No,4,None,1,0,None,,None,None,None,2,None,To renovate
