,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
192,,House,Loft,279000,No,1,122,1,0,None,,None,None,None,3,None,Good
193,,House,Loft,335000,No,2,115,0,,None,,None,None,None,,None,
194,,House,Loft,595000,No,3,236,0,,None,,None,None,None,3,None,As new
195,,House,Loft,55000 + 975 per month,No,2,300,0,0,None,,None,None,None,3,None,
196,,House,Loft,549000,No,2,325,0,0,None,1,None,None,None,3,None,As new
197,,House,Loft,999000,No,2,525,0,0,None,1,None,None,None,3,None,As new
198,,House,Loft,270000,No,2,100,0,0,None,,None,None,None,2,None,
199,,House,Loft,435000,No,2,202,0,0,None,,None,None,None,,None,
200,,House,Loft,690000,No,2,200,0,0,None,,None,None,None,2,None,Good
201,,House,Eylenbosch,From 189990 To 453197,No,,bedrooms,0,,None,,None,None,None,,None,
202,,House,Loft,995000,No,4,294,0,0,None,,None,None,None,4,None,As new
203,,House,Loft,327000,No,1,152,0,,None,,None,None,None,2,None,As new
204,,House,Den,From 174000 To 595000,No,,bedrooms,0,,None,,None,None,None,,None,
205,,House,Loft,379000,No,2,183,1,0,None,,None,None,None,2,None,Good
206,,House,Loft,235000,No,2,125,1,0,None,1,None,None,None,3,None,As new
207,,House,Loft,140000,No,1,81,0,0,None,,None,None,None,,None,Just renovated
208,,House,Loft,335000,No,3,165,0,0,None,,None,None,None,,None,As new
209,,House,Loft,239000,No,3,223,1,0,None,,None,None,None,3,None,As new
210,Regio Leuven,House,Loft,429000,No,2,176,1,,None,,None,None,None,2,None,Good
211,,House,Loft,474000,No,3,175,1,0,None,,None,None,None,,None,
212,,House,Loft,525000,No,2,250,0,0,None,1,None,None,None,,None,As new
213,,House,Loft,2000000,No,2,386,0,0,None,,None,None,None,4,None,Good
214,,House,Loft,479000,No,3,277,0,0,None,,None,None,None,2,None,Good
215,,House,Loft,189000,No,2,98,0,0,None,,None,None,None,,None,
216,,House,Loft,419000,No,2,139,0,,None,,None,None,None,2,None,As new
217,Antwerpen-Centrum,House,Loft,1250000,No,4,335,0,0,None,,None,None,None,3,None,As new
218,,House,Loft,850000,No,2,150,0,,None,,None,None,None,3,None,As new
219,Mechelen en Direkte omgeving,House,Loft,449100,No,3,200,1,,None,,None,None,None,3,None,Good
220,,House,Loft,389000,No,2,125,0,0,None,1,None,None,None,,None,Good
221,,House,Loft,285000,No,2,140,0,0,None,,None,None,None,,None,As new
222,Antwerpen 2000,House,Loft,418000,No,2,125,0,,None,,None,None,None,2,None,Just renovated
223,,House,Loft,145000,No,5,166,1,0,None,,None,None,None,3,None,Good
224,La bouverie,House,Loft,125000,No,2,,0,,None,,None,None,None,,None,Good
225,,House,Loft,145000,No,3,163,1,0,None,,None,None,None,3,None,Good
226,,House,Loft,279000,No,1,44,1,1,None,,None,None,None,,None,
227,,House,Loft,310000,No,2,100,0,,None,,None,None,None,,None,Good
228,,House,Loft,269000,No,2,160,0,,None,,None,None,None,,None,As new
229,,House,Loft,534500,No,1,110,0,0,None,1,None,None,None,,None,
230,,House,Loft,576479,No,3,202,0,0,None,,None,None,None,,None,
231,,House,Loft,587814,No,3,227,0,0,None,,None,None,None,,None,
232,,House,Loft,1575000,No,3,350,0,,None,,None,None,None,,None,As new
233,,House,Loft,183300,No,1,74,0,1,None,1,None,None,None,2,None,Good
234,,House,Loft,175000,No,2,127,0,,None,1,None,None,None,,None,Just renovated
235,,House,Loft,280000,No,2,264,0,0,None,,None,None,None,2,None,Good
236,,House,Loft,349000,No,3,172,1,0,None,,None,None,None,,None,Good
237,,House,Loft,394500,No,3,160,0,,None,,None,None,None,3,None,As new
238,,House,Loft,395000,No,2,144,1,,None,,None,None,None,,None,
