,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
679,Jourdan,House,Duplex,319000,No,1,None,1,0,None,,None,None,None,2,None,To be done up
680,,House,Duplex,395000,No,2,None,0,0,None,,None,None,None,,None,As new
681,,House,Duplex,725 per month,No,2,None,0,0,None,,None,None,None,,None,As new
682,,House,Duplex,199000,No,2,None,0,0,None,,None,None,None,2,None,To be done up
683,,House,Duplex,235000,No,3,None,0,0,None,1,None,None,None,,None,As new
684,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,,None,As new
685,,House,Duplex,290000,No,2,None,0,,None,,None,None,None,2,None,As new
686,,House,Duplex,218000,No,2,None,0,0,None,,None,None,None,2,None,
687,,House,Duplex,265000,No,3,None,0,0,None,1,None,None,None,3,None,Good
688,,House,Duplex,389000,No,3,None,0,0,None,,None,None,None,2,None,Just renovated
689,,House,Duplex,1500000,No,3,None,1,0,None,,None,None,None,,None,Just renovated
690,,House,Duplex,379000,No,2,None,1,0,None,,None,None,None,2,None,
691,,House,Duplex,210000,No,4,None,0,0,None,,None,None,None,2,None,Good
692,,House,Duplex,262500,No,3,None,0,0,None,,None,None,None,3,None,
693,,House,Duplex,319000,No,3,None,0,0,None,,None,None,None,3,None,
694,,House,Duplex,345000,No,2,None,0,0,None,,None,None,None,2,None,
695,,House,Duplex,235000,No,2,None,0,0,None,,None,None,None,,None,Good
696,,House,Duplex,520000,No,2,None,0,0,None,,None,None,None,2,None,To be done up
697,,House,Duplex,219000,No,3,None,0,,None,,None,None,None,2,None,To renovate
698,,House,Duplex,295000,No,2,None,0,0,None,,None,None,None,,None,As new
699,,House,Duplex,345000,No,2,None,0,0,None,,None,None,None,,None,As new
700,,House,Duplex,495000,No,3,None,0,0,None,,None,None,None,,None,Just renovated
701,,House,Duplex,549000,No,5,None,0,,None,,None,None,None,2,None,Just renovated
702,,House,Duplex,570000,No,3,None,1,0,None,,None,None,None,2,None,Good
703,,House,Duplex,339000,No,3,None,0,0,None,,None,None,None,3,None,
704,,House,Duplex,134999,No,2,None,1,0,None,,None,None,None,2,None,Good
705,,House,Duplex,160000,No,1,None,1,0,None,,None,None,None,3,None,Just renovated
706,,House,Duplex,235000,No,3,None,0,0,None,,None,None,None,2,None,As new
707,,House,Duplex,279500,No,4,None,1,0,None,,None,None,None,2,None,As new
708,,House,Duplex,330000,No,4,None,1,0,None,,None,None,None,2,None,As new
709,,House,Duplex,335000,No,2,None,1,0,None,,None,None,None,3,None,As new
710,,House,Duplex,349000,No,3,None,0,0,None,,None,None,None,3,None,As new
711,,House,Duplex,365000,No,4,None,0,0,None,,None,None,None,,None,Just renovated
712,Regio Noordrand Antwerpen,House,Duplex,395000,No,3,None,1,0,None,,None,None,None,,None,Good
713,,House,Duplex,399000,No,3,None,0,0,None,,None,None,None,2,None,To be done up
714,,House,Duplex,425000,No,2,None,0,0,None,,None,None,None,2,None,As new
715,,House,Duplex,449000,No,3,None,0,0,None,,None,None,None,3,None,As new
716,,House,Duplex,450000,No,4,None,1,0,None,,None,None,None,3,None,Good
717,,House,Duplex,595000,No,3,None,0,0,None,,None,None,None,2,None,Just renovated
718,Bruxelles (19 communes),House,Duplex,615000,No,3,None,0,0,None,1,None,None,None,,None,As new
719,,House,Duplex,309000,No,2,None,1,,None,,None,None,None,,None,Good
720,Bruxelles (19 communes),House,Duplex,228000,No,2,None,0,0,None,,None,None,None,2,None,To renovate
721,,House,Duplex,229000,No,2,None,0,0,None,,None,None,None,,None,To be done up
722,,House,Duplex,815000,No,3,None,0,0,None,,None,None,None,2,None,To be done up
723,,House,Duplex,1500000,No,3,None,0,0,None,1,None,None,None,,None,As new
724,,House,Duplex,299000,No,2,None,0,0,None,,None,None,None,,None,As new
725,,House,Duplex,350000,No,2,None,1,0,None,,None,None,None,2,None,Just renovated
726,,House,Duplex,199000,No,1,None,1,1,None,,None,None,None,3,None,As new
727,,House,Duplex,225000,No,2,None,0,,None,,None,None,None,2,None,As new
728,Regio Centrum Antwerpen,House,Duplex,339500,No,2,None,1,0,None,,None,None,None,,None,To be done up
729,,House,Duplex,195000,No,3,None,1,0,None,,None,None,None,4,None,As new
730,,House,Duplex,195000,No,3,None,1,0,None,,None,None,None,4,None,As new
731,,House,Duplex,280000,No,3,None,1,0,None,,None,None,None,4,None,As new
732,Cadixwijk,House,Duplex,564000,No,3,None,1,0,None,,None,None,None,2,None,Good
733,Fleurus-St-Amand-Brye-Wagnelée,House,Duplex,155000,No,3,None,0,,None,,None,None,None,2,None,As new
734,,House,Duplex,125000,No,1,None,0,0,None,,None,None,None,,None,Just renovated
735,,House,Duplex,160000,No,1,None,1,0,None,,None,None,None,2,None,As new
736,Genappe,House,Duplex,165000,No,2,None,0,0,None,,None,None,None,2,None,Good
737,,House,Duplex,249000,No,2,None,1,1,None,,None,None,None,,None,As new
738,,House,Duplex,275000,No,3,None,1,0,None,,None,None,None,3,None,Good
739,,House,Duplex,279000,No,3,None,1,,None,1,None,None,None,,None,As new
740,,House,Duplex,300000,No,3,None,0,0,None,,None,None,None,,None,Good
741,,House,Duplex,415000,No,3,None,1,,None,,None,None,None,3,None,Good
742,,House,Duplex,259000,No,3,None,1,0,None,,None,None,None,3,None,
743,,House,Duplex,265000,No,2,None,0,0,None,,None,None,None,,None,
744,,House,Duplex,399000,No,3,None,0,0,None,,None,None,None,3,None,As new
745,,House,Duplex,280000,No,3,None,0,0,None,,None,None,None,3,None,As new
746,,House,Duplex,330000,No,2,None,1,0,None,,None,None,None,2,None,As new
747,,House,Duplex,385000,No,2,None,0,0,None,,None,None,None,,None,As new
748,,House,Duplex,109000,No,3,None,0,0,None,,None,None,None,2,None,Good
749,,House,Duplex,159900,No,1,None,0,0,None,,None,None,None,3,None,Good
750,,House,Duplex,245000,No,3,None,0,0,None,,None,None,None,,None,
751,,House,Duplex,245000,No,3,None,0,0,None,,None,None,None,,None,
752,,House,Duplex,305000,No,3,None,0,0,None,,None,None,None,2,None,As new
753,,House,Duplex,315000,No,2,None,0,1,None,,None,None,None,2,None,As new
754,,House,Duplex,415000,No,2,None,0,0,None,,None,None,None,3,None,As new
755,,House,Duplex,269000,No,2,None,1,0,None,,None,None,None,3,None,Good
756,,House,Duplex,255000,No,3,None,1,0,None,,None,None,None,2,None,Good
757,,House,Duplex,187900,No,2,None,0,0,None,,None,None,None,2,None,Good
758,,House,Duplex,245000,No,2,None,0,0,None,,None,None,None,2,None,
759,,House,Duplex,189000,No,2,None,0,0,None,,None,None,None,3,None,Good
760,,House,Duplex,205000,No,2,None,1,0,None,,None,None,None,1,None,As new
761,,House,Duplex,254000,No,3,None,1,,None,,None,None,None,2,None,As new
762,,House,Duplex,268000,No,3,None,1,0,None,,None,None,None,2,None,As new
763,,House,Duplex,279000,No,3,None,0,0,None,,None,None,None,,None,Good
764,,House,Duplex,315000,No,2,None,0,0,None,,None,None,None,2,None,Just renovated
765,,House,Duplex,385000,No,2,None,0,0,None,,None,None,None,2,None,As new
766,,House,Duplex,449000,No,2,None,0,0,None,,None,None,None,,None,As new
767,,House,Duplex,495000,No,2,None,0,,None,,None,None,None,,None,As new
768,,House,Duplex,292000,No,2,None,1,0,None,1,None,None,None,2,None,Good
769,,House,Duplex,314000,No,3,None,0,0,None,,None,None,None,2,None,
770,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,Good
771,,House,Duplex,195000,No,2,None,0,0,None,1,None,None,None,3,None,
772,,House,Duplex,229000,No,2,None,0,0,None,1,None,None,None,3,None,
773,,House,Duplex,218000,No,2,None,0,0,None,,None,None,None,2,None,Good
774,,House,Duplex,225000,No,3,None,0,0,None,,None,None,None,1,None,To renovate
775,,House,Duplex,279000,No,3,None,1,0,None,1,None,None,None,2,None,Good
776,,House,Duplex,339500,No,2,None,0,,None,,None,None,None,,None,Good
777,,House,Duplex,360000,No,3,None,1,0,None,,None,None,None,2,None,As new
778,,House,Duplex,365000,No,3,None,1,0,None,1,None,None,None,2,None,Good
779,,House,Duplex,398500,No,2,None,1,0,None,,None,None,None,1,None,To be done up
780,,House,Duplex,430000,No,3,None,0,0,None,1,None,None,None,2,None,As new
781,,House,Duplex,245000,No,2,None,0,0,None,,None,None,None,2,None,
782,Bruxelles Sud,House,Duplex,235000,No,2,None,0,,None,,None,None,None,2,None,To renovate
783,Regio Sint-Amands-Bornem,House,Duplex,255000,No,1,None,1,,None,1,None,None,None,,None,As new
784,,House,Duplex,294000,No,3,None,1,,None,,None,None,None,3,None,As new
785,,House,Duplex,319000,No,3,None,1,,None,,None,None,None,3,None,As new
786,,House,Duplex,388000,No,3,None,1,0,None,,None,None,None,2,None,As new
787,,House,Duplex,544000,No,3,None,0,0,None,,None,None,None,2,None,As new
788,,House,Duplex,199000,No,2,None,1,0,None,,None,None,None,2,None,As new
789,,House,Duplex,239000,No,2,None,1,0,None,,None,None,None,3,None,Good
790,,House,Duplex,239000,No,2,None,1,0,None,,None,None,None,3,None,Good
791,,House,Duplex,246000,No,2,None,0,0,None,1,None,None,None,2,None,Good
792,,House,Duplex,248000,No,2,None,0,0,None,,None,None,None,,None,As new
793,,House,Duplex,255000,No,2,None,0,,None,1,None,None,None,,None,As new
794,,House,Duplex,275000,No,2,None,0,0,None,,None,None,None,2,None,
795,,House,Duplex,295000,No,3,None,0,0,None,,None,None,None,4,None,
796,,House,Duplex,299000,No,2,None,0,0,None,,None,None,None,2,None,Good
797,,House,Duplex,299000,No,3,None,1,0,None,,None,None,None,3,None,Good
798,,House,Duplex,299900,No,3,None,0,0,None,,None,None,None,4,None,
799,,House,Duplex,305000,No,3,None,0,0,None,,None,None,None,2,None,To be done up
800,,House,Duplex,330000,No,3,None,1,0,None,,None,None,None,2,None,As new
801,,House,Duplex,339000,No,2,None,1,0,None,,None,None,None,2,None,Just renovated
802,,House,Duplex,349000,No,3,None,1,0,None,,None,None,None,2,None,As new
803,,House,Duplex,365000,No,2,None,0,0,None,,None,None,None,2,None,To be done up
804,,House,Duplex,379000,No,2,None,0,0,None,,None,None,None,,None,
805,,House,Duplex,489000,No,3,None,0,,None,,None,None,None,3,None,As new
806,Spa,House,Duplex,660000,No,3,None,0,,None,,None,None,None,,None,
807,Churchill/Brugmann/Vanderkindere,House,Duplex,765000,No,3,None,0,0,None,1,None,None,None,2,None,Just renovated
808,,House,Duplex,255000,No,5,None,0,0,None,,None,None,None,2,None,Good
809,Brabant wallon,House,Bois,From 648000 To 697000,No,,None,0,,None,,None,None,None,,None,
810,Londerzeel,House,Duplex,372500,No,4,None,0,,None,,None,None,None,3,None,As new
811,,House,Duplex,279999,No,2,None,1,0,None,1,None,None,None,2,None,
812,,House,Duplex,179000,No,3,None,1,0,None,,None,None,None,,None,Good
813,,House,Duplex,210000,No,3,None,0,0,None,1,None,None,None,,None,Good
814,,House,Duplex,268000,No,2,None,0,0,None,,None,None,None,2,None,As new
815,Regio Lebbeke,House,Duplex,269000,No,1,None,0,0,None,,None,None,None,2,None,Good
816,,House,Duplex,369000,No,2,None,1,,None,,None,None,None,,None,Just renovated
817,,House,Duplex,399000,No,3,None,1,0,None,,None,None,None,2,None,Good
818,,House,Duplex,209000,No,2,None,0,,None,,None,None,None,,None,Good
819,,House,Duplex,513000,No,2,None,0,0,None,,None,None,None,,None,
820,,House,Duplex,513000,No,2,None,0,0,None,,None,None,None,,None,
821,,House,Duplex,299500,No,3,None,0,0,None,,None,None,None,,None,
822,,House,Duplex,299500,No,3,None,0,0,None,,None,None,None,,None,
823,,House,Duplex,159000,No,2,None,1,1,None,,None,None,None,2,None,As new
824,,House,Duplex,199000,No,3,None,0,0,None,,None,None,None,2,None,To renovate
825,,House,Duplex,205000,No,2,None,1,,None,1,None,None,None,3,None,Good
826,,House,Duplex,259000,No,2,None,0,0,None,,None,None,None,1,None,As new
827,,House,Duplex,475000,No,2,None,1,0,None,,None,None,None,2,None,
828,,House,Duplex,295000,No,1,None,0,0,None,,None,None,None,,None,Good
829,,House,Duplex,280000,No,3,None,1,0,None,,None,None,None,2,None,Good
830,,House,Duplex,189000,No,3,None,1,0,None,,None,None,None,,None,Good
831,,House,Duplex,250000,No,2,None,0,0,None,,None,None,None,2,None,Good
832,,House,Duplex,285000,No,3,None,1,0,None,,None,None,None,2,None,As new
833,,House,Duplex,345000,No,3,None,1,0,None,,None,None,None,2,None,Good
834,Bruxelles (19 communes),House,Duplex,439000,No,4,None,0,0,None,,None,None,None,2,None,Good
835,,House,Duplex,465000,No,3,None,1,0,None,,None,None,None,2,None,
836,Brabant wallon,House,Coeur,From 325000 To 390000,No,,None,0,,None,,None,None,None,,None,
837,,House,Duplex,370000,No,2,None,0,0,None,,None,None,None,2,None,
838,,House,Duplex,298500,No,4,None,1,0,None,,None,None,None,4,None,
839,,House,Duplex,340000,No,2,None,0,,None,,None,None,None,,None,As new
840,,House,Duplex,395000,No,4,None,1,1,None,,None,None,None,2,None,Good
841,,House,Duplex,195000,No,1,None,1,0,None,,None,None,None,3,None,As new
842,,House,Duplex,195000,No,2,None,1,0,None,,None,None,None,2,None,As new
843,,House,Duplex,245000,No,3,None,1,0,None,,None,None,None,,None,As new
844,,,,None,,,None,0,,None,,None,None,None,,None,
845,,House,Duplex,2850000,No,3,None,0,0,None,,None,None,None,,None,As new
846,,House,Rés.,From 195000 To 480000,No,,None,0,,None,,None,None,None,,None,
847,,House,Residentie,From 198500 To 399000,No,,None,0,,None,,None,None,None,,None,
848,,House,Nieuwbouwproject,From 199000 To 369000,No,,None,0,,None,,None,None,None,,None,
849,,House,DE,From 215000 To 399000,No,,None,0,,None,,None,None,None,,None,
850,,House,Geel,From 250000 To 270000,No,,None,0,,None,,None,None,None,,None,
851,Charleroi et environs,House,19,From 254060 To 373058,No,,None,0,,None,,None,None,None,,None,
852,Charleroi et environs,House,19,From 254060 To 373058,No,,None,0,,None,,None,None,None,,None,
853,,House,Residentie,258000,No,,None,0,,None,,None,None,None,,None,
854,Dilbeek + omgeving,House,Residentie,From 261800 To 480000,No,,None,0,,None,,None,None,None,,None,
855,,House,Ham,From 269000 To 279000,No,,None,0,,None,,None,None,None,,None,
856,,House,Residentie,From 275000 To 289000,No,,None,0,,None,,None,None,None,,None,
857,,House,Residentie,From 310000 To 340000,No,,None,0,,None,,None,None,None,,None,
858,,House,New,From 315000 To 545000,No,,None,0,,None,,None,None,None,,None,
859,Handelscentrum Asse,House,Residentie,From 317000 To 620000,No,,None,0,,None,,None,None,None,,None,
860,,House,August,From 319000 To 375000,No,,None,0,,None,,None,None,None,,None,
861,,House,Residentie,From 325000 To 335000,No,,None,0,,None,,None,None,None,,None,
862,Londerzeel,House,Residentie,From 362500 To 397500,No,,None,0,,None,,None,None,None,,None,
863,,House,Project,From 399000 To 699000,No,,None,0,,None,,None,None,None,,None,
864,,House,Genval,475000,No,,None,0,,None,,None,None,None,,None,
865,,House,Duplex,180000,No,2,None,0,,None,1,None,None,None,2,None,As new
866,,House,Duplex,219000,No,2,None,0,0,None,,None,None,None,,None,
867,,House,Duplex,227000,No,3,None,0,,None,,None,None,None,2,None,To be done up
868,,House,Duplex,235000,No,3,None,0,0,None,,None,None,None,,None,
869,,House,Duplex,240000,No,2,None,0,0,None,,None,None,None,4,None,As new
870,,House,Duplex,249000,No,4,None,0,0,None,,None,None,None,3,None,
871,,House,Duplex,289000,No,3,None,1,0,None,,None,None,None,2,None,Good
872,,House,Duplex,360000,No,3,None,0,0,None,,None,None,None,3,None,As new
873,,House,Duplex,439000,No,2,None,0,0,None,,None,None,None,,None,As new
874,,House,Duplex,599000,No,7,None,0,0,None,,None,None,None,,None,As new
875,,House,Duplex,219000,No,4,None,1,,None,1,None,None,None,2,None,To be done up
876,,House,Duplex,309000,No,4,None,1,,None,1,None,None,None,3,None,Just renovated
877,,House,Duplex,309000,No,2,None,1,0,None,,None,None,None,2,None,Good
878,,House,Duplex,199000,No,3,None,1,0,None,,None,None,None,,None,Good
879,,House,Duplex,209000,No,2,None,1,0,None,,None,None,None,2,None,Good
880,,House,Duplex,269000,No,2,None,1,0,None,,None,None,None,2,None,
881,,House,Duplex,338000,No,4,None,0,0,None,,None,None,None,,None,
882,,House,Duplex,350000,No,2,None,0,,None,,None,None,None,,None,To be done up
883,,House,Duplex,395000,No,2,None,0,0,None,,None,None,None,3,None,As new
884,,House,Duplex,545000,No,2,None,0,0,None,,None,None,None,2,None,
885,,House,Duplex,675000,No,3,None,0,0,None,,None,None,None,2,None,As new
886,,House,Duplex,210000,No,2,None,0,0,None,,None,None,None,2,None,Good
887,,House,Duplex,320000,No,3,None,1,0,None,,None,None,None,2,None,To be done up
888,,House,Duplex,369000,No,2,None,1,0,None,,None,None,None,2,None,Good
889,,House,Duplex,239500,No,2,None,0,0,None,,None,None,None,4,None,As new
890,,House,Duplex,279500,No,3,None,0,0,None,,None,None,None,4,None,As new
891,,House,Duplex,520000,No,2,None,0,1,None,,None,None,None,2,None,As new
892,,House,Duplex,215000,No,2,None,1,0,None,,None,None,None,4,None,As new
893,,House,Duplex,275000,No,1,None,0,0,None,,None,None,None,2,None,As new
894,,House,Duplex,315000,No,3,None,1,0,None,,None,None,None,2,None,Good
895,,House,Duplex,317000,No,2,None,0,0,None,,None,None,None,2,None,
896,,House,Duplex,349000,No,4,None,0,,None,,None,None,None,3,None,Good
897,,House,Duplex,370000,No,2,None,1,0,None,,None,None,None,,None,
898,,House,Duplex,379000,No,2,None,0,0,None,,None,None,None,2,None,Good
899,,House,Duplex,398000,No,3,None,0,0,None,,None,None,None,2,None,
900,,House,Duplex,560000,No,3,None,0,0,None,1,None,None,None,2,None,
901,,House,Duplex,460000,No,2,None,0,0,None,,None,None,None,2,None,Good
902,,House,Duplex,247500,No,3,None,0,0,None,,None,None,None,3,None,
903,,House,Duplex,269000,No,3,None,0,0,None,,None,None,None,3,None,
904,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,As new
905,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,As new
906,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,As new
907,,House,Duplex,315000,No,3,None,0,0,None,,None,None,None,2,None,As new
908,,House,Duplex,158000,No,2,None,1,0,None,,None,None,None,2,None,Good
909,,House,Duplex,187000,No,2,None,0,,None,,None,None,None,2,None,Good
910,,House,Duplex,189000,No,2,None,1,0,None,,None,None,None,2,None,Good
911,,House,Duplex,210000,No,1,None,0,0,None,,None,None,None,3,None,As new
912,,House,Duplex,255000,No,3,None,0,0,None,,None,None,None,,None,Good
913,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,3,None,As new
914,,House,Duplex,315000,No,3,None,0,,None,,None,None,None,2,None,As new
915,,House,Duplex,283000,No,3,None,1,,None,,None,None,None,,None,
916,,House,Duplex,189000,No,3,None,0,0,None,,None,None,None,2,None,Good
917,,House,Duplex,225000,No,3,None,0,,None,,None,None,None,2,None,Good
918,Bruxelles,House,Duplex,235000,No,1,None,0,1,None,,None,None,None,2,None,As new
919,,House,Duplex,265000,No,3,None,0,0,None,,None,None,None,,None,Just renovated
920,,House,Duplex,295000,No,3,None,0,0,None,,None,None,None,2,None,Good
921,,House,Duplex,649000,No,2,None,0,0,None,,None,None,None,2,None,As new
922,,House,Duplex,239000,No,3,None,0,,None,,None,None,None,2,None,As new
923,,House,Duplex,245000,No,3,None,0,,None,,None,None,None,2,None,As new
924,,House,Duplex,219000,No,3,None,0,,None,1,None,None,None,2,None,Good
925,,House,Duplex,330000,No,2,None,0,0,None,,None,None,None,,None,As new
926,,House,Duplex,335000,No,3,None,1,0,None,,None,None,None,2,None,
927,,House,Duplex,699000,No,3,None,0,,None,1,None,None,None,,None,
928,,House,Duplex,850000,No,3,None,0,0,None,1,None,None,None,2,None,
929,Westende,House,Duplex,255000,No,1,None,0,,None,,None,None,None,2,None,As new
930,Westende,House,Duplex,440000,No,3,None,0,,None,,None,None,None,,None,As new
931,,House,Duplex,195000,No,1,None,0,,None,,None,None,None,2,None,To be done up
932,,House,Duplex,110787,No,2,None,1,0,None,,None,None,None,4,None,As new
933,,House,Duplex,110787,No,2,None,1,0,None,,None,None,None,4,None,As new
934,,House,Duplex,112287,No,2,None,1,0,None,,None,None,None,2,None,As new
935,,House,Duplex,160000,No,4,None,1,0,None,,None,None,None,3,None,
936,Bruxelles (19 communes),House,Duplex,172500,No,1,None,0,,None,,None,None,None,2,None,To renovate
937,,House,Duplex,199000,No,3,None,0,0,None,,None,None,None,2,None,Good
938,,House,Duplex,229000,No,3,None,0,,None,,None,None,None,2,None,To be done up
939,,,,None,,,None,0,,None,,None,None,None,,None,
940,,House,Duplex,249000,No,2,None,0,,None,,None,None,None,2,None,Good
941,,House,Duplex,299000,No,3,None,0,,None,1,None,None,None,2,None,To be done up
942,,House,Duplex,325000,No,2,None,0,1,None,,None,None,None,,None,Good
943,,House,Duplex,355000,No,3,None,0,,None,,None,None,None,,None,As new
944,,House,Duplex,459000,No,2,None,1,1,None,,None,None,None,2,None,Just renovated
945,,House,Apartment,240000,No,2,None,0,,None,1,None,None,None,3,None,As new
946,,House,Emiel,248500,No,,None,0,,None,,None,None,None,,None,
947,,House,Prom,From 260000 To 300000,No,,None,0,,None,,None,None,None,,None,
948,,House,Noprob,From 260000 To 300000,No,,None,0,,None,,None,None,None,,None,
949,,House,Duplex,239000,No,3,None,0,0,None,,None,None,None,2,None,Good
950,,House,Duplex,289000,No,2,None,1,0,None,,None,None,None,2,None,
951,,House,Duplex,299000,No,2,None,0,0,None,1,None,None,None,3,None,
952,,House,Duplex,393000,No,2,None,0,0,None,1,None,None,None,2,None,
953,,House,Duplex,415000,No,3,None,1,0,None,,None,None,None,2,None,
954,,House,Duplex,445000,No,4,None,1,0,None,,None,None,None,4,None,
955,,House,Duplex,475000,No,3,None,0,0,None,,None,None,None,2,None,
956,,House,Duplex,295000,No,3,None,1,,None,,None,None,None,2,None,To be done up
957,,House,Duplex,249000,No,3,None,0,0,None,,None,None,None,,None,As new
958,,House,Duplex,285000,No,2,None,0,0,None,,None,None,None,3,None,Just renovated
959,,House,Duplex,660824,No,4,None,0,,None,1,None,None,None,,None,
960,,House,Duplex,675000,No,2,None,0,0,None,,None,None,None,2,None,As new
961,,House,Duplex,673000,No,3,None,0,0,None,1,None,None,None,2,None,
962,,House,Duplex,682000,No,4,None,0,0,None,1,None,None,None,2,None,
963,,House,Duplex,697000,No,4,None,0,0,None,1,None,None,None,2,None,
964,,House,Duplex,309000,No,3,None,0,,None,,None,None,None,2,None,As new
965,,House,Duplex,149000,No,2,None,0,0,None,,None,None,None,,None,Good
966,,House,Duplex,159000,No,5,None,1,0,None,,None,None,None,3,None,Good
967,,House,Duplex,319000,No,3,None,0,0,None,,None,None,None,2,None,Good
968,,House,Duplex,139000,No,2,None,1,0,None,,None,None,None,2,None,To be done up
969,,House,Duplex,190000,No,2,None,1,0,None,,None,None,None,2,None,Good
970,,House,Duplex,209000,No,3,None,1,0,None,,None,None,None,2,None,Good
971,,House,Duplex,210000,No,2,None,0,1,None,,None,None,None,2,None,
972,,House,Duplex,210000,No,2,None,1,0,None,,None,None,None,3,None,
973,,House,Duplex,225000,No,3,None,1,0,None,,None,None,None,3,None,
974,,House,Duplex,150000,No,2,None,0,,None,,None,None,None,2,None,Good
975,,House,Duplex,150000,No,2,None,0,,None,,None,None,None,2,None,Good
976,,House,Duplex,175000,No,3,None,0,,None,1,None,None,None,2,None,Good
977,,House,Duplex,250000,No,4,None,0,0,None,,None,None,None,2,None,As new
978,,House,Duplex,322000,No,3,None,0,0,None,,None,None,None,3,None,
979,,House,Duplex,225000,No,3,None,1,0,None,,None,None,None,4,None,
980,,House,Duplex,225000,No,2,None,1,,None,,None,None,None,2,None,As new
981,,House,Duplex,289000,No,2,None,0,,None,,None,None,None,2,None,
982,,House,Duplex,415000,No,3,None,0,0,None,,None,None,None,2,None,
983,,House,Duplex,169000,No,2,None,0,,None,,None,None,None,2,None,To renovate
984,,House,Duplex,575000,No,3,None,1,,None,1,None,None,None,,None,Good
985,,House,Duplex,250000,No,4,None,0,0,None,,None,None,None,2,None,Just renovated
986,,House,Duplex,130000,No,1,None,1,,None,,None,None,None,,None,As new
987,,House,Duplex,189000,No,3,None,0,,None,,None,None,None,2,None,To renovate
988,,House,Duplex,250000,No,2,None,0,0,None,,None,None,None,2,None,
989,,House,Duplex,385525,No,2,None,0,,None,,None,None,None,2,None,
990,,House,Duplex,403375,No,2,None,0,,None,,None,None,None,3,None,
991,,House,Duplex,403375,No,2,None,0,,None,,None,None,None,3,None,
992,,House,Duplex,411631,No,2,None,0,,None,,None,None,None,2,None,
993,,House,Duplex,480000,No,3,None,0,,None,,None,None,None,3,None,
994,,House,Duplex,480000,No,3,None,0,,None,,None,None,None,3,None,
995,,House,Duplex,179000,No,2,None,0,,None,,None,None,None,2,None,Good
996,,House,Duplex,299000,No,3,None,0,0,None,,None,None,None,2,None,Good
997,,House,Duplex,310000,No,3,None,0,0,None,,None,None,None,2,None,Good
998,,House,Duplex,442500,No,2,None,1,0,None,,None,None,None,,None,
999,Charleroi et environs,House,Résidence,From 3000 To 256878,No,,None,0,,None,,None,None,None,,None,
1000,,House,Duplex,335000,No,4,None,0,0,None,,None,None,None,2,None,Good
1001,,House,Duplex,1095000,No,2,None,1,0,None,,None,None,None,,None,As new
1002,,House,Duplex,330000,No,4,None,0,,None,,None,None,None,,None,As new
1003,,House,Duplex,249750,No,3,None,0,0,None,,None,None,None,,None,
1004,,House,Duplex,252950,No,3,None,0,0,None,,None,None,None,,None,
1005,,House,Duplex,252950,No,3,None,0,0,None,,None,None,None,,None,
1006,,House,Duplex,269750,No,3,None,0,0,None,,None,None,None,,None,
1007,,House,Residentie,From 275000 To 449000,No,,None,0,,None,,None,None,None,,None,
1008,,House,Residentie,From 261800 To 480000,No,,None,0,,None,,None,None,None,,None,
1009,,House,Duplex,135000,No,1,None,0,1,None,1,None,None,None,3,None,As new
1010,,House,Duplex,150000,No,1,None,0,0,None,,None,None,None,2,None,
1011,,House,Duplex,153984,No,3,None,0,0,None,,None,None,None,,None,
1012,,House,Duplex,169000,No,2,None,0,,None,,None,None,None,2,None,Good
1013,,House,Duplex,220000,No,2,None,1,0,None,,None,None,None,2,None,
1014,,House,Duplex,285000,No,2,None,0,0,None,,None,None,None,2,None,
1015,,,,None,,,None,0,,None,,None,None,None,,None,
1016,,House,Duplex,329900,No,3,None,1,0,None,,None,None,None,2,None,
1017,,House,Duplex,269000,No,3,None,0,0,None,1,None,None,None,3,None,As new
1018,,House,Duplex,274000,No,2,None,0,0,None,,None,None,None,4,None,As new
1019,,House,Duplex,300000,No,2,None,0,,None,1,None,None,None,2,None,
1020,,House,Duplex,355669,No,2,None,0,,None,1,None,None,None,,None,
1021,Charleroi et environs,House,Duplex,243333,No,2,None,0,0,None,,None,None,None,,None,As new
1022,,House,Duplex,219500,No,2,None,1,0,None,,None,None,None,,None,
1023,,House,Duplex,359000,No,3,None,0,,None,,None,None,None,2,None,To be done up
1024,,House,Duplex,495000,No,4,None,0,,None,,None,None,None,2,None,
1025,Charleroi et environs,House,Duplex,243342,No,2,None,0,0,None,,None,None,None,,None,As new
1026,Charleroi et environs,House,Duplex,256878,No,2,None,0,0,None,,None,None,None,,None,As new
1027,,House,Duplex,480000,No,4,None,0,0,None,,None,None,None,2,None,Good
1028,,House,Duplex,325000,No,3,None,0,0,None,,None,None,None,2,None,
1029,,House,Duplex,219000,No,3,None,0,1,None,,None,None,None,2,None,Good
1030,,House,Duplex,449000,No,2,None,1,0,None,,None,None,None,2,None,
1031,,House,"""Fontana""",From 163653 To 256878,No,,None,0,,None,,None,None,None,,None,
