,Locality,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,Swimming pool,State of the building
257,,House,Exceptional,1500000,,7,520,0,0,None,,None,None,None,4,None,Good
258,,House,Exceptional,2700000,No,16,975,0,0,None,,None,None,None,4,None,Good
259,,House,Exceptional,5363000,No,4,490,1,0,None,,None,None,None,4,None,To renovate
260,,House,Exceptional,539000,No,4,330,0,,None,1,None,None,None,4,None,As new
261,,House,Exceptional,845000,No,6,300,1,0,None,,None,None,None,1,None,Good
262,,House,Exceptional,885000,Yes,8,,1,0,None,,None,None,None,4,None,As new
263,,House,Exceptional,430000,No,4,166,1,0,None,,None,None,None,4,None,As new
264,,House,Exceptional,875000,No,4,345,0,0,None,,None,None,None,4,None,Good
265,,House,Exceptional,575000,No,7,250,1,0,None,1,None,None,None,4,None,As new
266,,House,Exceptional,495000,No,3,176,1,0,None,1,None,None,None,4,None,As new
267,,House,Exceptional,495000,No,4,275,0,0,None,,None,None,None,4,None,As new
268,,House,Exceptional,750000,No,5,615,0,,None,,None,None,None,4,None,Just renovated
269,,House,Exceptional,815000,No,3,260,1,1,None,,None,None,None,4,None,As new
270,,House,Exceptional,420000,No,3,145,0,,None,1,None,None,None,4,None,To renovate
271,,House,Exceptional,635000,No,4,180,0,0,None,1,None,None,None,4,None,Good
272,,House,Exceptional,795000,No,16,1284,0,0,None,,None,None,None,4,None,To renovate
273,Mons,House,Exceptional,1350000,No,5,374,0,0,None,,None,None,None,4,None,Good
274,,House,Exceptional,1475000,No,3,474,0,0,None,,None,None,None,4,None,Just renovated
275,,House,Exceptional,420000,No,4,400,0,0,None,1,None,None,None,4,None,Good
276,Vilvoorde,House,Exceptional,499500,Yes,4,394,0,,None,1,None,None,None,2,None,Good
277,,House,Exceptional,545000,No,4,220,0,0,None,,None,None,None,4,None,Just renovated
278,,House,Exceptional,560000,No,3,245,1,0,None,,None,None,None,3,None,
279,,House,Exceptional,575000,No,3,224,0,0,None,,None,None,None,4,None,As new
280,,House,Exceptional,575000,No,9,,0,0,None,,None,None,None,4,None,To renovate
281,,House,Exceptional,599000,No,5,240,0,,None,,None,None,None,4,None,
282,,House,Exceptional,2249000,No,4,432,0,0,None,1,None,None,None,4,None,As new
283,,House,Exceptional,695000,No,3,390,0,0,None,1,None,None,None,3,None,To renovate
284,,House,Exceptional,699000,No,4,180,0,0,None,,None,None,None,3,None,Good
285,,House,Exceptional,610000,No,4,172,0,0,None,,None,None,None,,None,Good
286,,House,Exceptional,798000,No,6,570,0,,None,,None,None,None,4,None,As new
287,Charleroi et environs,House,Exceptional,190000,Yes,5,220,0,0,None,1,None,None,None,3,None,To renovate
288,,,,None,,,,0,,None,,None,None,None,,None,
289,,House,Exceptional,495000,No,3,186,0,0,None,1,None,None,None,2,None,As new
290,,House,Exceptional,755000,No,10,594,1,,None,1,None,None,None,4,None,Good
291,,House,Exceptional,2100000,No,4,450,0,,None,1,None,None,None,4,None,Just renovated
292,,House,Exceptional,2250000,No,4,535,0,0,None,1,None,None,None,4,None,As new
293,,House,Exceptional,670000,No,2,147,0,0,None,,None,None,None,2,None,As new
294,,House,Exceptional,695000,No,4,340,1,0,None,1,None,None,None,4,None,Good
295,,House,Exceptional,1440000,,7,,1,0,None,1,None,None,None,4,None,As new
296,,House,Exceptional,1760000,No,18,600,0,0,None,,None,None,None,4,None,
297,,House,Exceptional,497000,No,4,260,0,0,None,,None,None,None,4,None,To be done up
298,,House,Exceptional,1700000,No,4,,0,0,None,,None,None,None,2,None,Good
299,,House,Exceptional,425000,No,3,190,1,0,None,,None,None,None,4,None,Good
300,,House,Exceptional,450000,No,4,,0,0,None,,None,None,None,2,None,As new
301,,House,Exceptional,469000,No,4,250,0,,None,1,None,None,None,4,None,Good
302,,House,Exceptional,485000,No,3,205,0,0,None,1,None,None,None,4,None,As new
303,,House,Exceptional,585000,No,3,,0,0,None,,None,None,None,4,None,Just renovated
304,,House,Exceptional,725000,,6,,1,,None,1,None,None,None,3,None,Good
305,,House,Exceptional,695000,No,4,220,0,0,None,,None,None,None,4,None,As new
306,,House,Exceptional,495000,No,3,172,1,0,None,,None,None,None,2,None,As new
307,,House,Exceptional,849000,No,10,559,0,0,None,,None,None,None,4,None,
308,,House,Exceptional,1375000,No,6,680,0,,None,1,None,None,None,2,None,As new
309,,House,Exceptional,450000,No,5,325,1,0,None,,None,None,None,4,None,As new
310,,House,Exceptional,450000,No,3,255,0,1,None,,None,None,None,3,None,As new
311,,House,Exceptional,595000,No,5,,1,0,None,,None,None,None,4,None,Good
312,Charleroi et environs,House,Exceptional,429000,No,3,215,1,,None,1,None,None,None,4,None,Good
